index,ID,FILE,AUTHOR,TECHNIQUE,FORM,TYPE,SCHOOL,TIMELINE
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39474,39475,39475.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1551-1600
33393,33394,33394.jpg,-,Egg tempera on wood,painting,religious,Greek,1451-1500
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39474,39475,39475.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1551-1600
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39468,39469,39469.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39468,39469,39469.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39468,39469,39469.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39473,39474,39474.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
39468,39469,39469.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39474,39475,39475.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1551-1600
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33393,33394,33394.jpg,-,Egg tempera on wood,painting,religious,Greek,1451-1500
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39468,39469,39469.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39473,39474,39474.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33393,33394,33394.jpg,-,Egg tempera on wood,painting,religious,Greek,1451-1500
39473,39474,39474.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33393,33394,33394.jpg,-,Egg tempera on wood,painting,religious,Greek,1451-1500
33393,33394,33394.jpg,-,Egg tempera on wood,painting,religious,Greek,1451-1500
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39468,39469,39469.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33393,33394,33394.jpg,-,Egg tempera on wood,painting,religious,Greek,1451-1500
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39474,39475,39475.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1551-1600
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39473,39474,39474.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39473,39474,39474.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39468,39469,39469.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33393,33394,33394.jpg,-,Egg tempera on wood,painting,religious,Greek,1451-1500
39468,39469,39469.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39473,39474,39474.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33393,33394,33394.jpg,-,Egg tempera on wood,painting,religious,Greek,1451-1500
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39474,39475,39475.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1551-1600
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39473,39474,39474.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1451-1500
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37516,37517,37517.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
39474,39475,39475.jpg,"UNKNOWN ICON PAINTER, Cretan",Egg tempera on wood,painting,religious,Greek,1551-1600
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37518,37519,37519.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
37513,37514,37514.jpg,-,Egg tempera on wood,painting,religious,Greek,1351-1400
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
39484,39485,39485.jpg,"UNKNOWN ICON PAINTER, Greek",Tempera on wood,painting,religious,Greek,1251-1300
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
33885,33886,33886.jpg,-,-,painting,religious,Greek,1151-1200
